Game,Season,Round,Venue,Attendance,Home Team,Away Team,Latitude,Longitude
2019R604,2019,R6,Heritage Bank Stadium,13694,Gold Coast,Brisbane Lions,-28.0063,153.3671
2019R605,2019,R6,Marvel Stadium,28404,St Kilda,Adelaide,-37.8166,144.9475
2019R607,2019,R6,Optus Stadium,43732,Fremantle,Western Bulldogs,-31.9512,115.889
2019R606,2019,R6,Sydney Cricket Ground,29780,Sydney,Greater Western Sydney,-33.8915,151.2249
2019R609,2019,R6,GMHBA Stadium,28085,Geelong,West Coast,-38.158,144.3547
2019R608,2019,R6,University of Tasmania Stadium,15888,Hawthorn,Carlton,-41.426,147.139
2019R701,2019,R7,Marvel Stadium,37559,Collingwood,Port Adelaide,-37.8166,144.9475
2019R705,2019,R7,Marvel Stadium,36151,Western Bulldogs,Richmond,-37.8166,144.9475
2019R704,2019,R7,The Gabba,20075,Brisbane Lions,Sydney,-27.4858,153.0381
2019R702,2019,R7,Melbourne Cricket Ground,40864,Melbourne,Hawthorn,-37.82,144.9834
2019R703,2019,R7,Manuka Oval,12633,Greater Western Sydney,St Kilda,-35.3181,149.1347
2019R706,2019,R7,Optus Stadium,47497,West Coast,Gold Coast,-31.9512,115.889
2019R709,2019,R7,Adelaide Oval,42383,Adelaide,Fremantle,-34.9155,138.5961
2019R707,2019,R7,Marvel Stadium,42430,Carlton,North Melbourne,-37.8166,144.9475
2019R708,2019,R7,Melbourne Cricket Ground,63527,Geelong,Essendon,-37.82,144.9834
2019R801,2019,R8,Sydney Cricket Ground,26502,Sydney,Essendon,-33.8915,151.2249
2019R806,2019,R8,Adelaide Oval,49675,Port Adelaide,Adelaide,-34.9155,138.5961
2019R804,2019,R8,Heritage Bank Stadium,9765,Gold Coast,Melbourne,-28.0063,153.3671
2019R805,2019,R8,Marvel Stadium,24246,St Kilda,West Coast,-37.8166,144.9475
2019R802,2019,R8,Melbourne Cricket Ground,69289,Carlton,Collingwood,-37.82,144.9834
2019R803,2019,R8,Mars Stadium,9039,Western Bulldogs,Brisbane Lions,-37.5386,143.848
2019R807,2019,R8,Marvel Stadium,21156,North Melbourne,Geelong,-37.8166,144.9475
2019R808,2019,R8,Melbourne Cricket Ground,14636,Hawthorn,Greater Western Sydney,-37.82,144.9834
2019R809,2019,R8,Optus Stadium,42641,Fremantle,Richmond,-31.9512,115.889
2019R901,2019,R9,Optus Stadium,51162,West Coast,Melbourne,-31.9512,115.889
2019R906,2019,R9,Blundstone Arena,12799,North Melbourne,Sydney,-42.8773,147.374
2019R905,2019,R9,Marvel Stadium,29176,Essendon,Fremantle,-37.8166,144.9475
2019R903,2019,R9,The Gabba,20405,Brisbane Lions,Adelaide,-27.4858,153.0381
2019R904,2019,R9,GMHBA Stadium,31373,Geelong,Western Bulldogs,-38.158,144.3547
2019R902,2019,R9,Melbourne Cricket Ground,60702,Collingwood,St Kilda,-37.82,144.9834
2019R907,2019,R9,Adelaide Oval,26129,Port Adelaide,Gold Coast,-34.9155,138.5961
2019R908,2019,R9,Melbourne Cricket Ground,64936,Richmond,Hawthorn,-37.82,144.9834
2019R909,2019,R9,GIANTS Stadium,9599,Greater Western Sydney,Carlton,-33.8942,151.2293
2019R1001,2019,R10,Sydney Cricket Ground,34649,Sydney,Collingwood,-33.8915,151.2249
2019R1004,2019,R10,Adelaide Oval,41630,Adelaide,West Coast,-34.9155,138.5961
2019R1006,2019,R10,Heritage Bank Stadium,13144,Gold Coast,Geelong,-28.0063,153.3671
2019R1003,2019,R10,Marvel Stadium,26156,Western Bulldogs,North Melbourne,-37.8166,144.9475
2019R1005,2019,R10,Melbourne Cricket Ground,80176,Richmond,Essendon,-37.82,144.9834
2019R1002,2019,R10,University of Tasmania Stadium,11637,Hawthorn,Port Adelaide,-41.426,147.139
2019R1008,2019,R10,Marvel Stadium,35058,St Kilda,Carlton,-37.8166,144.9475
2019R1007,2019,R10,Melbourne Cricket Ground,20023,Melbourne,Greater Western Sydney,-37.82,144.9834
2019R1009,2019,R10,Optus Stadium,36383,Fremantle,Brisbane Lions,-31.9512,115.889
2019R1101,2019,R11,Marvel Stadium,29326,North Melbourne,Richmond,-37.8166,144.9475
2019R1105,2019,R11,The Gabba,25051,Brisbane Lions,Hawthorn,-27.4858,153.0381
2019R1104,2019,R11,GMHBA Stadium,29021,Geelong,Sydney,-38.158,144.3547
2019R1102,2019,R11,Melbourne Cricket Ground,41774,Collingwood,Fremantle,-37.82,144.9834
2019R1106,2019,R11,TIO Stadium,10634,Melbourne,Adelaide,-12.3988,130.8853
2019R1103,2019,R11,GIANTS Stadium,7581,Greater Western Sydney,Gold Coast,-33.8942,151.2293
2019R1108,2019,R11,Melbourne Cricket Ground,50423,Essendon,Carlton,-37.82,144.9834
2019R1109,2019,R11,Optus Stadium,53195,West Coast,Western Bulldogs,-31.9512,115.889
2019R1201,2019,R12,Melbourne Cricket Ground,65214,Richmond,Geelong,-37.82,144.9834
2019R1204,2019,R12,Adelaide Oval,41710,Adelaide,Greater Western Sydney,-34.9155,138.5961
2019R1203,2019,R12,Heritage Bank Stadium,9305,Gold Coast,North Melbourne,-28.0063,153.3671
2019R1202,2019,R12,Marvel Stadium,32211,Carlton,Brisbane Lions,-37.8166,144.9475
2019R1205,2019,R12,Sydney Cricket Ground,36640,Sydney,West Coast,-33.8915,151.2249
2019R1206,2019,R12,Melbourne Cricket Ground,74036,Collingwood,Melbourne,-37.82,144.9834
2019R1301,2019,R13,Adelaide Oval,40837,Adelaide,Richmond,-34.9155,138.5961
2019R1302,2019,R13,Marvel Stadium,44846,Essendon,Hawthorn,-37.8166,144.9475
2019R1305,2019,R13,Marvel Stadium,35479,Carlton,Western Bulldogs,-37.8166,144.9475
2019R1304,2019,R13,Optus Stadium,37451,Fremantle,Port Adelaide,-31.9512,115.889
2019R1303,2019,R13,Riverway Stadium,7243,Gold Coast,St Kilda,-19.3178,146.7309
2019R1306,2019,R13,Blundstone Arena,7832,North Melbourne,Greater Western Sydney,-42.8773,147.374
2019R1401,2019,R14,Optus Stadium,52810,West Coast,Essendon,-31.9512,115.889
2019R1402,2019,R14,Sydney Cricket Ground,29553,Sydney,Hawthorn,-33.8915,151.2249
2019R1405,2019,R14,Adelaide Oval,37726,Port Adelaide,Geelong,-34.9155,138.5961
2019R1404,2019,R14,Marvel Stadium,22885,St Kilda,Brisbane Lions,-37.8166,144.9475
2019R1403,2019,R14,Melbourne Cricket Ground,20211,Melbourne,Fremantle,-37.82,144.9834
2019R1406,2019,R14,Marvel Stadium,39836,Western Bulldogs,Collingwood,-37.8166,144.9475
2019R1501,2019,R15,Marvel Stadium,25195,Essendon,Greater Western Sydney,-37.8166,144.9475
2019R1502,2019,R15,GMHBA Stadium,28108,Geelong,Adelaide,-38.158,144.3547
2019R1506,2019,R15,Adelaide Oval,25623,Port Adelaide,Western Bulldogs,-34.9155,138.5961
2019R1505,2019,R15,Marvel Stadium,38801,Collingwood,North Melbourne,-37.8166,144.9475
2019R1503,2019,R15,Melbourne Cricket Ground,31895,Hawthorn,West Coast,-37.82,144.9834
2019R1504,2019,R15,Sydney Cricket Ground,26194,Sydney,Gold Coast,-33.8915,151.2249
2019R1507,2019,R15,Marvel Stadium,40962,St Kilda,Richmond,-37.8166,144.9475
2019R1508,2019,R15,The Gabba,24809,Brisbane Lions,Melbourne,-27.4858,153.0381
2019R1509,2019,R15,Optus Stadium,37293,Fremantle,Carlton,-31.9512,115.889
2019R1601,2019,R16,Melbourne Cricket Ground,66407,Hawthorn,Collingwood,-37.82,144.9834
2019R1604,2019,R16,Adelaide Oval,50544,Adelaide,Port Adelaide,-34.9155,138.5961
2019R1603,2019,R16,Heritage Bank Stadium,16031,Gold Coast,Richmond,-28.0063,153.3671
2019R1605,2019,R16,Marvel Stadium,35641,Western Bulldogs,Geelong,-37.8166,144.9475
2019R1602,2019,R16,Melbourne Cricket Ground,60199,Essendon,Sydney,-37.82,144.9834
2019R1606,2019,R16,Optus Stadium,56358,Fremantle,West Coast,-31.9512,115.889
2019R1608,2019,R16,Blundstone Arena,10696,North Melbourne,St Kilda,-42.8773,147.374
2019R1607,2019,R16,Melbourne Cricket Ground,55593,Carlton,Melbourne,-37.82,144.9834
2019R1609,2019,R16,GIANTS Stadium,12268,Greater Western Sydney,Brisbane Lions,-33.8942,151.2293
2019R1701,2019,R17,Optus Stadium,56251,West Coast,Collingwood,-31.9512,115.889
2019R1705,2019,R17,Heritage Bank Stadium,8741,Gold Coast,Adelaide,-28.0063,153.3671
2019R1704,2019,R17,Marvel Stadium,45682,Essendon,North Melbourne,-37.8166,144.9475
2019R1706,2019,R17,GMHBA Stadium,24035,Geelong,St Kilda,-38.158,144.3547
2019R1702,2019,R17,Sydney Cricket Ground,32570,Sydney,Carlton,-33.8915,151.2249
2019R1703,2019,R17,University of Tasmania Stadium,13006,Hawthorn,Fremantle,-41.426,147.139
2019R1709,2019,R17,Adelaide Oval,33118,Port Adelaide,Brisbane Lions,-34.9155,138.5961
2019R1708,2019,R17,Marvel Stadium,26781,Western Bulldogs,Melbourne,-37.8166,144.9475
2019R1707,2019,R17,Melbourne Cricket Ground,38986,Richmond,Greater Western Sydney,-37.82,144.9834
2019R1801,2019,R18,Adelaide Oval,47735,Adelaide,Essendon,-34.9155,138.5961
2019R1803,2019,R18,Marvel Stadium,31765,Carlton,Gold Coast,-37.8166,144.9475
2019R1805,2019,R18,The Gabba,23833,Brisbane Lions,North Melbourne,-27.4858,153.0381
2019R1802,2019,R18,Melbourne Cricket Ground,41642,Richmond,Port Adelaide,-37.82,144.9834
2019R1806,2019,R18,Optus Stadium,33594,Fremantle,Sydney,-31.9512,115.889
2019R1804,2019,R18,GIANTS Stadium,15467,Greater Western Sydney,Collingwood,-33.8942,151.2293
2019R1809,2019,R18,Marvel Stadium,21705,St Kilda,Western Bulldogs,-37.8166,144.9475
2019R1807,2019,R18,Melbourne Cricket Ground,53636,Geelong,Hawthorn,-37.82,144.9834
2019R1808,2019,R18,TIO Traeger Park,7164,Melbourne,West Coast,-23.7091,133.875
2019R1901,2019,R19,Melbourne Cricket Ground,78722,Collingwood,Richmond,-37.82,144.9834
2019R1906,2019,R19,Adelaide Oval,27591,Port Adelaide,Greater Western Sydney,-34.9155,138.5961
2019R1905,2019,R19,Marvel Stadium,22854,St Kilda,Melbourne,-37.8166,144.9475
2019R1903,2019,R19,Melbourne Cricket Ground,38369,Carlton,Adelaide,-37.82,144.9834
2019R1904,2019,R19,Optus Stadium,54376,West Coast,North Melbourne,-31.9512,115.889
2019R1902,2019,R19,University of Tasmania Stadium,15157,Hawthorn,Brisbane Lions,-41.426,147.139
2019R1909,2019,R19,Heritage Bank Stadium,15759,Gold Coast,Essendon,-28.0063,153.3671
2019R1907,2019,R19,Marvel Stadium,21181,Western Bulldogs,Fremantle,-37.8166,144.9475
2019R1908,2019,R19,Sydney Cricket Ground,32911,Sydney,Geelong,-33.8915,151.2249
2019R2001,2019,R20,Marvel Stadium,33226,North Melbourne,Hawthorn,-37.8166,144.9475
2019R2006,2019,R20,Adelaide Oval,39984,Adelaide,St Kilda,-34.9155,138.5961
2019R2002,2019,R20,Marvel Stadium,42940,Essendon,Port Adelaide,-37.8166,144.9475
2019R2005,2019,R20,Melbourne Cricket Ground,37254,Melbourne,Richmond,-37.82,144.9834
2019R2004,2019,R20,Optus Stadium,36310,Fremantle,Geelong,-31.9512,115.889
2019R2003,2019,R20,GIANTS Stadium,16116,Greater Western Sydney,Sydney,-33.8942,151.2293
2019R2008,2019,R20,Marvel Stadium,32802,Carlton,West Coast,-37.8166,144.9475
2019R2009,2019,R20,The Gabba,25831,Brisbane Lions,Western Bulldogs,-27.4858,153.0381
2019R2007,2019,R20,Melbourne Cricket Ground,33577,Collingwood,Gold Coast,-37.82,144.9834
2019R2101,2019,R21,Manuka Oval,11741,Greater Western Sydney,Hawthorn,-35.3181,149.1347
2019R2103,2019,R21,Adelaide Oval,29568,Port Adelaide,Sydney,-34.9155,138.5961
2019R2105,2019,R21,Marvel Stadium,41816,Essendon,Western Bulldogs,-37.8166,144.9475
2019R2104,2019,R21,The Gabba,22530,Brisbane Lions,Gold Coast,-27.4858,153.0381
2019R2106,2019,R21,GMHBA Stadium,21664,Geelong,North Melbourne,-38.158,144.3547
2019R2102,2019,R21,Melbourne Cricket Ground,31903,Melbourne,Collingwood,-37.82,144.9834
2019R2107,2019,R21,Marvel Stadium,17715,St Kilda,Fremantle,-37.8166,144.9475
2019R2108,2019,R21,Melbourne Cricket Ground,51039,Richmond,Carlton,-37.82,144.9834
2019R2109,2019,R21,Optus Stadium,54994,West Coast,Adelaide,-31.9512,115.889
2019R2201,2019,R22,Melbourne Cricket Ground,23700,Melbourne,Sydney,-37.82,144.9834
2019R2204,2019,R22,Adelaide Oval,48175,Adelaide,Collingwood,-34.9155,138.5961
2019R2205,2019,R22,Marvel Stadium,17063,North Melbourne,Port Adelaide,-37.8166,144.9475
2019R2203,2019,R22,The Gabba,35608,Brisbane Lions,Geelong,-27.4858,153.0381
2019R2202,2019,R22,Melbourne Cricket Ground,51786,Carlton,St Kilda,-37.82,144.9834
2019R2206,2019,R22,Optus Stadium,47833,Fremantle,Essendon,-31.9512,115.889
2019R2209,2019,R22,Marvel Stadium,31331,Hawthorn,Gold Coast,-37.8166,144.9475
2019R2207,2019,R22,Melbourne Cricket Ground,57415,Richmond,West Coast,-37.82,144.9834
2019R2208,2019,R22,GIANTS Stadium,10139,Greater Western Sydney,Western Bulldogs,-33.8942,151.2293
2019R2301,2019,R23,Melbourne Cricket Ground,85405,Collingwood,Essendon,-37.82,144.9834
2019R2303,2019,R23,Blundstone Arena,8202,North Melbourne,Melbourne,-42.8773,147.374
2019R2305,2019,R23,Heritage Bank Stadium,7610,Gold Coast,Greater Western Sydney,-28.0063,153.3671
2019R2304,2019,R23,GMHBA Stadium,31669,Geelong,Carlton,-38.158,144.3547
2019R2306,2019,R23,Optus Stadium,55859,West Coast,Hawthorn,-31.9512,115.889
2019R2302,2019,R23,Sydney Cricket Ground,33722,Sydney,St Kilda,-33.8915,151.2249
2019R2309,2019,R23,Adelaide Oval,27504,Port Adelaide,Fremantle,-34.9155,138.5961
2019R2308,2019,R23,Melbourne Cricket Ground,76995,Richmond,Brisbane Lions,-37.82,144.9834
2019R2307,2019,R23,Mars Stadium,9560,Western Bulldogs,Adelaide,-37.5386,143.848
2019EF01,2019,EF,Optus Stadium,59216,West Coast,Essendon,-31.9512,115.889
2019QF01,2019,QF,Melbourne Cricket Ground,93436,Geelong,Collingwood,-37.82,144.9834
2019QF02,2019,QF,The Gabba,37478,Brisbane Lions,Richmond,-27.4858,153.0381
2019EF02,2019,EF,GIANTS Stadium,19218,Greater Western Sydney,Western Bulldogs,-33.8942,151.2293
2019SF01,2019,SF,Melbourne Cricket Ground,51813,Geelong,West Coast,-37.82,144.9834
2019SF02,2019,SF,The Gabba,30034,Brisbane Lions,Greater Western Sydney,-27.4858,153.0381
2019PF01,2019,PF,Melbourne Cricket Ground,94423,Richmond,Geelong,-37.82,144.9834
2019PF02,2019,PF,Melbourne Cricket Ground,77828,Collingwood,Greater Western Sydney,-37.82,144.9834
2019GF01,2019,GF,Melbourne Cricket Ground,100014,Richmond,Greater Western Sydney,-37.82,144.9834
2020R101,2020,R1,Melbourne Cricket Ground,0,Richmond,Carlton,-37.82,144.9834
2020R102,2020,R1,Marvel Stadium,0,Western Bulldogs,Collingwood,-37.8166,144.9475
2020R104,2020,R1,Adelaide Oval,0,Adelaide,Sydney,-34.9155,138.5961
2020R105,2020,R1,Heritage Bank Stadium,0,Gold Coast,Port Adelaide,-28.0063,153.3671
2020R103,2020,R1,Marvel Stadium,0,Essendon,Fremantle,-37.8166,144.9475
2020R106,2020,R1,GIANTS Stadium,0,Greater Western Sydney,Geelong,-33.8942,151.2293
2020R107,2020,R1,Marvel Stadium,0,North Melbourne,St Kilda,-37.8166,144.9475
2020R108,2020,R1,Melbourne Cricket Ground,0,Hawthorn,Brisbane Lions,-37.82,144.9834
2020R109,2020,R1,Optus Stadium,0,West Coast,Melbourne,-31.9512,115.889
2020R201,2020,R2,Melbourne Cricket Ground,0,Collingwood,Richmond,-37.82,144.9834
2020R202,2020,R2,GMHBA Stadium,0,Geelong,Hawthorn,-38.158,144.3547
2020R205,2020,R2,Adelaide Oval,2240,Port Adelaide,Adelaide,-34.9155,138.5961
2020R206,2020,R2,Heritage Bank Stadium,0,Gold Coast,West Coast,-28.0063,153.3671
2020R204,2020,R2,Marvel Stadium,0,Carlton,Melbourne,-37.8166,144.9475
2020R203,2020,R2,The Gabba,0,Brisbane Lions,Fremantle,-27.4858,153.0381
2020R209,2020,R2,Marvel Stadium,0,St Kilda,Western Bulldogs,-37.8166,144.9475
2020R208,2020,R2,Sydney Cricket Ground,337,Sydney,Essendon,-33.8915,151.2249
2020R207,2020,R2,GIANTS Stadium,350,Greater Western Sydney,North Melbourne,-33.8942,151.2293
2020R301,2020,R3,Melbourne Cricket Ground,0,Richmond,Hawthorn,-37.82,144.9834
2020R302,2020,R3,Marvel Stadium,0,Western Bulldogs,Greater Western Sydney,-37.8166,144.9475
2020R303,2020,R3,Marvel Stadium,0,North Melbourne,Sydney,-37.8166,144.9475
2020R306,2020,R3,The Gabba,1965,Brisbane Lions,West Coast,-27.4858,153.0381
2020R305,2020,R3,GMHBA Stadium,0,Geelong,Carlton,-38.158,144.3547
2020R304,2020,R3,Melbourne Cricket Ground,0,Collingwood,St Kilda,-37.82,144.9834
2020R307,2020,R3,Heritage Bank Stadium,1997,Gold Coast,Adelaide,-28.0063,153.3671
2020R308,2020,R3,Heritage Bank Stadium,180,Fremantle,Port Adelaide,-28.0063,153.3671
2020R401,2020,R4,Sydney Cricket Ground,605,Sydney,Western Bulldogs,-33.8915,151.2249
2020R402,2020,R4,GIANTS Stadium,487,Greater Western Sydney,Collingwood,-33.8942,151.2293
2020R403,2020,R4,Heritage Bank Stadium,450,Port Adelaide,West Coast,-28.0063,153.3671
2020R406,2020,R4,Heritage Bank Stadium,5106,Gold Coast,Fremantle,-28.0063,153.3671
2020R404,2020,R4,Marvel Stadium,0,St Kilda,Richmond,-37.8166,144.9475
2020R405,2020,R4,Melbourne Cricket Ground,0,Essendon,Carlton,-37.82,144.9834
2020R409,2020,R4,Marvel Stadium,0,Hawthorn,North Melbourne,-37.8166,144.9475
2020R407,2020,R4,The Gabba,7354,Brisbane Lions,Adelaide,-27.4858,153.0381
2020R408,2020,R4,Melbourne Cricket Ground,0,Melbourne,Geelong,-37.82,144.9834
2020R501,2020,R5,Marvel Stadium,0,Carlton,St Kilda,-37.8166,144.9475
2020R502,2020,R5,Melbourne Cricket Ground,0,Collingwood,Essendon,-37.82,144.9834
2020R503,2020,R5,Heritage Bank Stadium,2238,West Coast,Sydney,-28.0063,153.3671
2020R505,2020,R5,Marvel Stadium,0,Western Bulldogs,North Melbourne,-37.8166,144.9475
2020R506,2020,R5,The Gabba,10161,Brisbane Lions,Port Adelaide,-27.4858,153.0381
2020R504,2020,R5,GMHBA Stadium,0,Geelong,Gold Coast,-38.158,144.3547
2020R507,2020,R5,Heritage Bank Stadium,418,Adelaide,Fremantle,-28.0063,153.3671
2020R508,2020,R5,Melbourne Cricket Ground,0,Melbourne,Richmond,-37.82,144.9834
2020R509,2020,R5,GIANTS Stadium,5674,Greater Western Sydney,Hawthorn,-33.8942,151.2293
2020R601,2020,R6,Sydney Cricket Ground,1311,Geelong,Brisbane Lions,-33.8915,151.2249
2020R602,2020,R6,GIANTS Stadium,1772,Collingwood,Hawthorn,-33.8942,151.2293
2020R603,2020,R6,Heritage Bank Stadium,638,Fremantle,St Kilda,-28.0063,153.3671
2020R606,2020,R6,Heritage Bank Stadium,4271,Essendon,North Melbourne,-28.0063,153.3671
2020R604,2020,R6,The Gabba,210,West Coast,Adelaide,-27.4858,153.0381
2020R605,2020,R6,GIANTS Stadium,250,Melbourne,Gold Coast,-33.8942,151.2293
2020R607,2020,R6,Heritage Bank Stadium,368,Port Adelaide,Greater Western Sydney,-28.0063,153.3671
2020R609,2020,R6,Heritage Bank Stadium,2178,Carlton,Western Bulldogs,-28.0063,153.3671
2020R608,2020,R6,The Gabba,3606,Richmond,Sydney,-27.4858,153.0381
2020R701,2020,R7,Optus Stadium,22077,Geelong,Collingwood,-31.9512,115.889
2020R702,2020,R7,Heritage Bank Stadium,4949,Essendon,Western Bulldogs,-28.0063,153.3671
2020R705,2020,R7,Heritage Bank Stadium,4337,Richmond,North Melbourne,-28.0063,153.3671
2020R704,2020,R7,Sydney Cricket Ground,6000,Sydney,Gold Coast,-33.8915,151.2249
2020R703,2020,R7,GIANTS Stadium,3168,Greater Western Sydney,Brisbane Lions,-33.8942,151.2293
2020R706,2020,R7,The Gabba,3510,Carlton,Port Adelaide,-27.4858,153.0381
2020R708,2020,R7,Optus Stadium,25306,Fremantle,West Coast,-31.9512,115.889
2020R707,2020,R7,GIANTS Stadium,750,Hawthorn,Melbourne,-33.8942,151.2293
2020R709,2020,R7,Adelaide Oval,13579,Adelaide,St Kilda,-34.9155,138.5961
2020R801,2020,R8,Heritage Bank Stadium,4039,Gold Coast,Western Bulldogs,-28.0063,153.3671
2020R802,2020,R8,GIANTS Stadium,5500,Greater Western Sydney,Richmond,-33.8942,151.2293
2020R805,2020,R8,Adelaide Oval,16727,Port Adelaide,St Kilda,-34.9155,138.5961
2020R803,2020,R8,The Gabba,3655,North Melbourne,Carlton,-27.4858,153.0381
2020R804,2020,R8,Sydney Cricket Ground,4264,Sydney,Hawthorn,-33.8915,151.2249
2020R806,2020,R8,Adelaide Oval,15155,Adelaide,Essendon,-34.9155,138.5961
2020R808,2020,R8,Heritage Bank Stadium,3011,Melbourne,Brisbane Lions,-28.0063,153.3671
2020R807,2020,R8,Optus Stadium,24824,West Coast,Collingwood,-31.9512,115.889
2020R809,2020,R8,Optus Stadium,20251,Fremantle,Geelong,-31.9512,115.889
2020R901,2020,R9,Heritage Bank Stadium,2824,Western Bulldogs,Richmond,-28.0063,153.3671
2020R902,2020,R9,The Gabba,323,Melbourne,Port Adelaide,-27.4858,153.0381
2020R904,2020,R9,Heritage Bank Stadium,4860,Essendon,Brisbane Lions,-28.0063,153.3671
2020R903,2020,R9,Optus Stadium,12304,Carlton,Hawthorn,-31.9512,115.889
2020R905,2020,R9,Heritage Bank Stadium,522,North Melbourne,Adelaide,-28.0063,153.3671
2020R906,2020,R9,The Gabba,2978,St Kilda,Sydney,-27.4858,153.0381
2020R907,2020,R9,Optus Stadium,26211,West Coast,Geelong,-31.9512,115.889
2020R908,2020,R9,Heritage Bank Stadium,4363,Gold Coast,Greater Western Sydney,-28.0063,153.3671
2020R909,2020,R9,Optus Stadium,20912,Fremantle,Collingwood,-31.9512,115.889
2020R1001,2020,R10,Adelaide Oval,14159,Port Adelaide,Western Bulldogs,-34.9155,138.5961
2020R1002,2020,R10,Heritage Bank Stadium,5651,Richmond,Brisbane Lions,-28.0063,153.3671
2020R1004,2020,R10,Adelaide Oval,12022,Adelaide,Melbourne,-34.9155,138.5961
2020R1003,2020,R10,The Gabba,2282,Geelong,North Melbourne,-27.4858,153.0381
2020R1006,2020,R10,Heritage Bank Stadium,3095,Gold Coast,St Kilda,-28.0063,153.3671
2020R1005,2020,R10,The Gabba,4146,Collingwood,Sydney,-27.4858,153.0381
2020R1007,2020,R10,Heritage Bank Stadium,1178,Essendon,Greater Western Sydney,-28.0063,153.3671
2020R1101,2020,R11,Adelaide Oval,10256,Port Adelaide,Richmond,-34.9155,138.5961
2020R1102,2020,R11,The Gabba,11061,Brisbane Lions,Western Bulldogs,-27.4858,153.0381
2020R1104,2020,R11,Adelaide Oval,2172,Melbourne,North Melbourne,-34.9155,138.5961
2020R1103,2020,R11,Optus Stadium,19092,West Coast,Carlton,-31.9512,115.889
2020R1105,2020,R11,The Gabba,3903,St Kilda,Geelong,-27.4858,153.0381
2020R1106,2020,R11,Optus Stadium,18512,Fremantle,Hawthorn,-31.9512,115.889
2020R1107,2020,R11,Adelaide Oval,8577,Adelaide,Collingwood,-34.9155,138.5961
2020R1108,2020,R11,Heritage Bank Stadium,4303,Gold Coast,Essendon,-28.0063,153.3671
2020R1201,2020,R12,Optus Stadium,6464,Sydney,Greater Western Sydney,-31.9512,115.889
2020R1202,2020,R12,Heritage Bank Stadium,3378,Geelong,Port Adelaide,-28.0063,153.3671
